natural_query	sql_query	result	from_to_where	after_froM	after_from
How many games did the Indiana Pacers lose at home with more than 10 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Indiana Pacers' AND g.wl_home = 'L' AND os.pts_fb_home > 10 AND g.season_id = '21996';	12.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Orlando Magic play at home with more than 15 points in the paint in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Orlando Magic' AND os.pts_paint_home > 15 AND g.season_id = '21996';	34.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Phoenix Suns win at home with more than 10 lead changes in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Phoenix Suns' AND g.wl_home = 'W' AND os.lead_changes > 10 AND g.season_id = '21996';	3.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Sacramento Kings lose away with more than 15 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Sacramento Kings' AND g.wl_away = 'L' AND os.pts_fb_away > 15 AND g.season_id = '21996';	10.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points off turnovers by the Charlotte Hornets away?	SELECT SUM(pts_off_to_away) as total_pts_off_to  FROM other_stats  WHERE team_abbreviation_away = 'CHA';	10441.0	other_stats	other_stats	other_stats
How many team turnovers did the Washington Wizards have at home?	SELECT SUM(team_turnovers_home) as total_team_turnovers  FROM other_stats  WHERE team_abbreviation_home = 'WAS';	526.0	other_stats	other_stats	other_stats
How many points in the paint did the Cleveland Cavaliers score at home in 1996?	SELECT SUM(os.pts_paint_home) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Cleveland Cavaliers' AND g.season_id = '21996';	1136.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the largest lead the Phoenix Suns had away?	SELECT MAX(largest_lead_away) as max_lead  FROM other_stats  WHERE team_abbreviation_away = 'PHX';	47.0	other_stats	other_stats	other_stats
How many times were games tied when the Indiana Pacers played away?	SELECT SUM(times_tied) as total_times_tied  FROM other_stats  WHERE team_abbreviation_away = 'IND';	4910.0	other_stats	other_stats	other_stats
How many games did the San Antonio Spurs lose at home with more than 30 points in the paint in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'San Antonio Spurs' AND g.wl_home = 'L' AND os.pts_paint_home > 30 AND g.season_id = '21996';	22.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Toronto Raptors win at home with more than 15 fast break points in the 1996 season?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Toronto Raptors' AND g.wl_home = 'W' AND os.pts_fb_home > 15 AND g.season_id = '21996';	9.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What's the average points in the paint for the Boston Celtics in home games where they won by at least 10 points?	SELECT AVG(os.pts_paint_home) FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Boston Celtics'  AND g.plus_minus_home >= 10;	41.85	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What's the total second-chance points the Toronto Raptors scored in away losses during the 2019 season?	SELECT SUM(os.pts_2nd_chance_away)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Toronto Raptors'  AND g.wl_away = 'L'  AND g.season_id = '22019'; 	94.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What's the highest number of team turnovers the Detroit Pistons had in any home game during the 2018 season?	SELECT MAX(os.team_turnovers_home)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Detroit Pistons'  AND g.season_id = '22018'; 	3.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the largest lead the Miami Heat have had in any game?	SELECT MAX(largest_lead_home) AS largest_lead FROM other_stats WHERE team_abbreviation_home = 'MIA';	46	other_stats	other_stats	other_stats
What is the most fast break points the Chicago Bulls have scored in a single game?	SELECT MAX(pts_fb_home) AS max_fast_break_points FROM other_stats WHERE team_abbreviation_home = 'CHI';	37	other_stats	other_stats	other_stats
What is the total number of lead changes in all games played by the Chicago Bulls in the 2010 season?	SELECT SUM(os.lead_changes) AS total_lead_changes FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22010' AND (g.team_abbreviation_home = 'CHI' OR g.team_abbreviation_away = 'CHI');	470	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many fast-break points did the Miami Heat score in away games during the 2015 season?	SELECT SUM(os.pts_fb_away) AS total_fast_break_points FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22015' AND g.team_abbreviation_away = 'MIA';	472	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
Which team had the largest lead in a single game in the 2001 season?	SELECT g.team_name_home AS team, os.largest_lead_home AS lead FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22001' ORDER BY os.largest_lead_home DESC LIMIT 1;	Portland Trail Blazers|47	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many times were games tied during the 1998 season in which the Boston Celtics played?	SELECT SUM(os.times_tied) AS total_times_tied FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '21998' AND (g.team_abbreviation_home = 'BOS' OR g.team_abbreviation_away = 'BOS');	172	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
In the 2019 season, how many total points off turnovers did the Brooklyn Nets score in home games?	SELECT SUM(os.pts_off_to_home) AS total_points_off_turnovers FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22019' AND g.team_abbreviation_home = 'BKN';	518	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many total turnovers did the San Antonio Spurs commit in away games during the 2014 season?	SELECT SUM(os.total_turnovers_away) AS total_turnovers FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22014' AND g.team_abbreviation_away = 'SAS';	462	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many total times were games tied in the 2006 season?	SELECT SUM(os.times_tied) AS total_times_tied FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22006';	5352	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What was the average number of second-chance points per game in the 2015 season?	SELECT AVG(os.pts_2nd_chance_home + os.pts_2nd_chance_away) AS avg_second_chance_points FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22015';	25.4900849858357	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total number of points in the paint scored by both teams combined in the 2008 season?	SELECT SUM(os.pts_paint_home + os.pts_paint_away) AS total_paint_points FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22008';	81148	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What was the largest lead the Golden State Warriors had in any game in the 2018 season?	SELECT MAX(other_stats.largest_lead_home)   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.team_abbreviation_home = 'GSW'   AND game.season_id = '22018';	44	other_stats   JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
What is the highest number of times the Orlando Magic have tied a game in the 2008 season?	SELECT MAX(other_stats.times_tied)   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.team_abbreviation_home = 'ORL'   AND game.season_id = '22008';	15	other_stats   JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
Which team forced the most turnovers in a single game during the 2016 season?	SELECT game.team_name_home AS team, MAX(other_stats.total_turnovers_away) AS forced_turnovers   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.season_id = '22016'   UNION   SELECT game.team_name_away AS team, MAX(other_stats.total_turnovers_home) AS forced_turnovers   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.season_id = '22016'   ORDER BY forced_turnovers DESC   LIMIT 1;	Houston Rockets|28	other_stats   JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
What is the average number of fast break points the New York Knicks scored per game in the 2018 season?	SELECT AVG(pts_fb_home)  FROM other_stats  WHERE team_abbreviation_home = 'NYK'  AND game_id IN (SELECT game_id FROM game WHERE season_id = '22018');	11.8648648648649	other_stats	other_stats	other_stats
Find the game where the Brooklyn Nets had the largest lead at home in the 2013 season.	SELECT game_id, largest_lead_home  FROM other_stats  WHERE team_abbreviation_home = 'BKN'  AND game_id IN (SELECT game_id FROM game WHERE season_id = '22013')  ORDER BY largest_lead_home DESC  LIMIT 1;	0021300866|38	other_stats	other_stats	other_stats
How many lead changes were there in games where the Oklahoma City Thunder played at home in the 2009 season?	SELECT SUM(lead_changes)  FROM other_stats  WHERE team_abbreviation_home = 'OKC'  AND game_id IN (SELECT game_id FROM game WHERE season_id = '22009');	191	other_stats	other_stats	other_stats
Which game had the most lead changes in the 2003 season? 	SELECT g.game_id, g.team_name_home, g.team_name_away, os.lead_changes  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.season_id = '22003'  ORDER BY os.lead_changes DESC  LIMIT 1;	0020300151|Seattle SuperSonics|Miami Heat|29	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total number of fast break points scored by the Memphis Grizzlies at home during the 2005 season?	SELECT SUM(pts_fb_home)  FROM other_stats  WHERE game_id IN (      SELECT game_id      FROM game      WHERE team_name_home = 'Memphis Grizzlies'        AND season_id = '22005' );	368	other_stats	other_stats	other_stats
What was the largest lead the Oklahoma City Thunder had in a single game in the 2020 season?	SELECT MAX(largest_lead) AS max_lead FROM (     SELECT largest_lead_home AS largest_lead      FROM other_stats      WHERE team_abbreviation_home = 'OKC'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22020')     UNION ALL     SELECT largest_lead_away AS largest_lead      FROM other_stats      WHERE team_abbreviation_away = 'OKC'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22020') );	30	(     SELECT largest_lead_home AS largest_lead      FROM other_stats	other_stats	other_stats
How many total fast break points did the Indiana Pacers have during the 2015 season?	SELECT SUM(pts_fb) AS total_fast_break_points FROM (     SELECT pts_fb_home AS pts_fb      FROM other_stats      WHERE team_abbreviation_home = 'IND'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22015')     UNION ALL     SELECT pts_fb_away AS pts_fb      FROM other_stats      WHERE team_abbreviation_away = 'IND'      AND game_id IN (SELECT game_id FROM game WHERE season_id = '22015') );	904	(     SELECT pts_fb_home AS pts_fb      FROM other_stats	other_stats	other_stats
How many total lead changes occurred in all Memphis Grizzlies games during the 2018 season?	SELECT SUM(lead_changes) AS total_lead_changes FROM other_stats WHERE game_id IN (     SELECT game_id FROM game      WHERE season_id = '22018'      AND (team_abbreviation_home = 'MEM' OR team_abbreviation_away = 'MEM') );	496	other_stats	other_stats	other_stats
How many total lead changes occurred in all New York Knicks games during the 2006 season?	SELECT SUM(lead_changes) AS total_lead_changes FROM other_stats WHERE game_id IN (     SELECT game_id FROM game      WHERE season_id = '22006'      AND (team_abbreviation_home = 'NYK' OR team_abbreviation_away = 'NYK') );	358	other_stats	other_stats	other_stats
Which game had the most lead changes in the 2020 season?	SELECT game_id, lead_changes  FROM other_stats  WHERE game_id IN (     SELECT game_id      FROM game      WHERE season_id = '22020' )  ORDER BY lead_changes DESC  LIMIT 1;	0022000890|26	other_stats	other_stats	other_stats
What was the largest lead the Chicago Bulls have ever had in a home game?	SELECT MAX(largest_lead_home)   FROM other_stats   WHERE team_abbreviation_home = 'CHI';	47	other_stats	other_stats	other_stats
What is the most fast break points the Brooklyn Nets have scored at home in a game?	SELECT MAX(pts_fb_home)   FROM other_stats   WHERE team_abbreviation_home = 'BKN';	38	other_stats	other_stats	other_stats
What is the most fast-break points the Houston Rockets have ever scored in an away game?	SELECT MAX(pts_fb_away)   FROM other_stats   WHERE team_abbreviation_away = 'HOU';	34	other_stats	other_stats	other_stats
What is the most points in the paint the Milwaukee Bucks have ever scored in an away game?	SELECT MAX(pts_paint_away)   FROM other_stats   WHERE team_abbreviation_away = 'MIL';	86	other_stats	other_stats	other_stats
What is the largest lead the Boston Celtics have ever had in a game?	SELECT MAX(largest_lead_home)  FROM other_stats  WHERE team_abbreviation_home = 'BOS';	60	other_stats	other_stats	other_stats
What is the most second-chance points the Chicago Bulls have scored in a home game?	SELECT MAX(pts_2nd_chance_home)  FROM other_stats  WHERE team_abbreviation_home = 'CHI';	34	other_stats	other_stats	other_stats
How many fast break points did the Toronto Raptors score on the road in total during the 2002 season?	SELECT SUM(pts_fb_away)  FROM other_stats  WHERE game_id IN (     SELECT game_id      FROM game      WHERE team_abbreviation_away = 'TOR'      AND season_id = '22002' );	465	other_stats	other_stats	other_stats
What is the largest lead the Miami Heat have had in a game at home?	SELECT MAX(largest_lead_home)  FROM other_stats  WHERE team_abbreviation_home = 'MIA';	46	other_stats	other_stats	other_stats
What is the highest number of fast break points the Houston Rockets have scored in a home game?	SELECT MAX(pts_fb_home)  FROM other_stats  WHERE team_abbreviation_home = 'HOU';	37	other_stats	other_stats	other_stats
In how many home games did the Minnesota Timberwolves score more fast-break points than their opponent?	SELECT COUNT(*)  FROM other_stats  WHERE team_abbreviation_home = 'MIN'  AND pts_fb_home > pts_fb_away;	374	other_stats	other_stats	other_stats
What is the most turnovers the Philadelphia 76ers have committed in a home game?	SELECT MAX(total_turnovers_home)  FROM other_stats  WHERE team_abbreviation_home = 'PHI';	30	other_stats	other_stats	other_stats
What is the largest lead the New York Knicks have ever had in an away game?	SELECT MAX(largest_lead_away)  FROM other_stats  WHERE team_abbreviation_away = 'NYK';	48	other_stats	other_stats	other_stats
How many lead changes were there in the closest away game the San Antonio Spurs played in the 2005 season?	SELECT lead_changes  FROM other_stats  WHERE game_id IN (     SELECT game_id      FROM game      WHERE season_id = '22005'      AND team_abbreviation_away = 'SAS'     ORDER BY ABS(pts_home - pts_away) ASC      LIMIT 1 );	26	other_stats	other_stats	other_stats
In how many away games did the Orlando Magic score more fast-break points than their opponent?	SELECT COUNT(*)  FROM other_stats  WHERE team_abbreviation_away = 'ORL'  AND pts_fb_away > pts_fb_home;	417	other_stats	other_stats	other_stats
What is the most turnovers the Brooklyn Nets have committed in an away game?	SELECT MAX(total_turnovers_away)  FROM other_stats  WHERE team_abbreviation_away = 'BKN';	29	other_stats	other_stats	other_stats
What was the largest lead the Golden State Warriors had in a game during the 2018 season?	SELECT MAX(other_stats.largest_lead_home)  FROM other_stats  JOIN game ON other_stats.game_id = game.game_id  WHERE game.team_name_home = 'Golden State Warriors'  AND game.season_id = '22018';	44	other_stats  JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
Which team had the most fast break points in a single home game during the 2020 season?	SELECT team_name_home, MAX(pts_fb_home)  FROM other_stats  JOIN game ON other_stats.game_id = game.game_id  WHERE game.season_id = '22020';	Houston Rockets|35	other_stats  JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
