natural_query	sql_query	result	from_to_where	after_froM	after_from
What was the average number of fastbreak points scored by the Houston Rockets in games they won by more than 15 points at home?	SELECT AVG(o.pts_fb_home) AS avg_fastbreak_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Houston Rockets' AND g.wl_home = 'W' AND (g.pts_home - g.pts_away) > 15;	13.39790576	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average difference in points in the paint between the Milwaukee Bucks and their opponents in home games?	SELECT AVG(o.pts_paint_home - o.pts_paint_away) AS avg_paint_diff FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Milwaukee Bucks';	0.5026068822	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of lead changes in games where the Chicago Bulls won at home by less than 10 points?	SELECT AVG(o.lead_changes) AS avg_lead_changes FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Chicago Bulls' AND g.wl_home = 'W' AND (g.pts_home - g.pts_away) < 10;	7.84469697	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
 How many fastbreak points did the Los Angeles Clippers average in home games during the 2020 season?	SELECT AVG(o.pts_fb_home) AS avg_fastbreak_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'LA Clippers' AND g.season_id = '22020';	11.5	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Find all games where the Los Angeles Clippers played against teams founded before 1970.	SELECT g.game_id, g.game_date, g.team_name_home, g.team_name_away FROM game g JOIN team t ON g.team_id_away = t.id WHERE g.team_name_home = 'LA Clippers' AND t.year_founded < 1970  UNION  SELECT g.game_id, g.game_date, g.team_name_home, g.team_name_away FROM game g JOIN team t ON g.team_id_home = t.id WHERE g.team_name_away = 'LA Clippers' AND t.year_founded < 1970 LIMIT 1;	0011500091 | 2015-10-20 00:00:00 | LA Clippers | Golden State Warriors 	game g JOIN team t ON g.team_id_away = t.id	game	game
How many points did the Los Angeles Clippers score in the paint in their highest scoring home game of the 2019 season?	SELECT o.pts_paint_home FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'LA Clippers' AND g.season_id = '22019' ORDER BY g.pts_home DESC LIMIT 1;	58	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which season had the most total turnovers across all games?	SELECT season_id FROM other_stats JOIN game USING(game_id) GROUP BY season_id ORDER BY SUM(total_turnovers_home + total_turnovers_away) DESC LIMIT 1;	21999		other_stats	other_stats
What is the maximum number of team rebounds recorded by the Dallas Mavericks in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'DAL' AND g.pf_away > 20 AND g.season_id = '22021';	16	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points off turnovers scored by the Golden State Warriors at home in games with more than 20 lead changes during the 2019 season?	SELECT AVG(o.pts_off_to_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'GSW' AND o.lead_changes > 20 AND g.season_id = '22019';		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In 2013, what was the average number of rebounds by the Denver Nuggets in games with at least 10 ties and fewer than 10 lead changes?	SELECT AVG(g.reb_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DEN' AND o.times_tied >= 10 AND o.lead_changes < 10 AND g.season_id = '22013';	42.666666666666664	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the total number of points scored by the Los Angeles Clippers in the 2014 season in games where they had more team turnovers but fewer total turnovers than their opponent?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'LAC' AND o.team_turnovers_home > o.team_turnovers_away AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22014';	295.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which season had the most combined team rebounds recorded?	SELECT season_id FROM other_stats JOIN game USING(game_id) GROUP BY season_id ORDER BY SUM(team_rebounds_home + team_rebounds_away) DESC LIMIT 1;	21997		other_stats	other_stats
Which season had the highest average number of times tied per game?	SELECT season_id FROM other_stats JOIN game USING(game_id) GROUP BY season_id ORDER BY AVG(times_tied) DESC LIMIT 1;	32002		other_stats	other_stats
Which season had the most games where home teams scored zero fast break points?	SELECT season_id FROM other_stats JOIN game USING(game_id) WHERE pts_fb_home = 0 GROUP BY season_id ORDER BY COUNT(*) DESC LIMIT 1;	22001	other_stats JOIN game USING(game_id)	other_stats	other_stats
How many total points were scored in the game with the highest difference between team rebounds and individual rebounds for the home team?	SELECT pts_home + pts_away FROM game WHERE game_id = (SELECT os.game_id FROM other_stats os JOIN game g ON os.game_id = g.game_id ORDER BY (team_rebounds_home - reb_home) DESC LIMIT 1);	182.0	game	game	game
How many points did the home team score in the game with the most lead changes and the fewest total fouls?	SELECT pts_home FROM game WHERE game_id = (SELECT game_id FROM other_stats JOIN game USING(game_id) ORDER BY lead_changes DESC, (pf_home + pf_away) ASC LIMIT 1);	122.0	game	game	game
What is the maximum number of team rebounds recorded by the San Antonio Spurs in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'SAS' AND g.pf_away > 20 AND g.season_id = '22003';	13	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2020 season, what was the average number of second chance points allowed by the Phoenix Suns in games they won by less than 5 points?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE ((g.team_abbreviation_home = 'PHX' AND g.wl_home = 'W' AND ABS(g.pts_home - g.pts_away) < 5) OR (g.team_abbreviation_away = 'PHX' AND g.wl_away = 'W' AND ABS(g.pts_home - g.pts_away) < 5)) AND g.season_id = '22020';	12.3	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which Los Angeles Lakers home game had the most lead changes?	SELECT g.game_date, os.lead_changes FROM game g JOIN other_stats os ON g.game_id = os.game_id WHERE g.team_name_home = 'Los Angeles Lakers' ORDER BY os.lead_changes DESC LIMIT 1;	(2021-11-10 00:00:00, 33)	game g JOIN other_stats os ON g.game_id = os.game_id	game	game
How many Los Angeles Lakers home games were there where they scored more paint points than their opponents?	SELECT COUNT(*) FROM game g JOIN other_stats os ON g.game_id = os.game_id WHERE g.team_abbreviation_home = 'LAL' AND os.pts_paint_home > os.pts_paint_away;	490	game g JOIN other_stats os ON g.game_id = os.game_id	game	game
What is the maximum number of team rebounds recorded by the New Orleans Pelicans in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'NOP' AND g.pf_away > 20 AND g.season_id = '22022';	16	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2016 season, what was the average number of second chance points allowed by the New Orleans Pelicans in games they won by less than 5 points?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE ((g.team_abbreviation_home = 'NOP' AND g.wl_home = 'W' AND ABS(g.pts_home - g.pts_away) < 5) OR (g.team_abbreviation_away = 'NOP' AND g.wl_away = 'W' AND ABS(g.pts_home - g.pts_away) < 5)) AND g.season_id = '22016';	14.222222222222221	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the maximum number of team rebounds recorded by the Portland Trail Blazers in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'POR' AND g.pf_away > 20 AND g.season_id = '22000';	18	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the total number of points scored by teams from Boston as home teams in games with more than 10 lead changes during the 2010 season?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home IN ( SELECT full_name FROM team WHERE city = 'Boston' ) AND o.lead_changes > 10 AND g.season_id = '22010';	772.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2005 season, what was the average number of second chance points scored by the opponents when the Orlando Magic played at home and lost?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'ORL' AND g.wl_home = 'L' AND g.season_id = '22005';	11.846153846153847	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2004 season, what was the average number of second chance points scored by the opponents when the Charlotte Hornets played at home and lost?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'CHA' AND g.wl_home = 'L' AND g.season_id = '22004';	15.318181818181818	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2000 season, what was the average number of second chance points scored by the opponents when the Miami Heat played at home and lost?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIA' AND g.wl_home = 'L' AND g.season_id = '22000';	11.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2001 season, what was the average number of second chance points scored by the opponents when the Atlanta Hawks played at home and lost?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'ATL' AND g.wl_home = 'L' AND g.season_id = '22001';	13.333333333333334	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the total number of points scored by teams from Brooklyn as home teams in games with more than 10 lead changes during the 2001 season?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home IN ( SELECT full_name FROM team WHERE city = 'Brooklyn' ) AND o.lead_changes > 10 AND g.season_id = '22001';		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the total number of points scored by teams from New York as home teams in games with more than 10 lead changes during the 2020 season?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home IN ( SELECT full_name FROM team WHERE city = 'New York' ) AND o.lead_changes > 10 AND g.season_id = '22020';	685.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the total number of points scored by teams from Boston as home teams in games with more than 10 lead changes during the 1995 season?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home IN ( SELECT full_name FROM team WHERE city = 'Boston' ) AND o.lead_changes > 10 AND g.season_id = '21995';		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the total number of points scored by teams from Philadelphia as home teams in games with more than 10 lead changes during the 2005 season?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home IN ( SELECT full_name FROM team WHERE city = 'Philadelphia' ) AND o.lead_changes > 10 AND g.season_id = '22005';	310.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the total number of points scored by teams from New York as home teams in games with more than 10 lead changes during the 2001 season?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home IN ( SELECT full_name FROM team WHERE city = 'New York' ) AND o.lead_changes > 10 AND g.season_id = '22001';	189.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Brooklyn Nets when playing at home in the 2020 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'BKN' AND g.season_id = '22020' AND o.lead_changes > 15;		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Philadelphia 76ers when playing at home in the 2020 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'PHI' AND g.season_id = '22020' AND o.lead_changes > 15;	50.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Miami Heat when playing at home in the 2003 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIA' AND g.season_id = '22003' AND o.lead_changes > 15;	38.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Washington Wizards when playing at home in the 2002 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'WAS' AND g.season_id = '22002' AND o.lead_changes > 15;		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Detroit Pistons when playing at home in the 2017 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND g.season_id = '22017' AND o.lead_changes > 15;	47.333333333333336	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2007 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22007' AND o.lead_changes > 15;	40.666666666666664	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2021 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22021' AND o.lead_changes > 15;	42.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Boston Celtics when playing at home in the 2016 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'BOS' AND g.season_id = '22016' AND o.lead_changes > 15;	40.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the maximum number of team rebounds recorded by the Denver Nuggets in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'DEN' AND g.pf_away > 20 AND g.season_id = '22013';	17	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Detroit Pistons when playing at home in the 2019 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND g.season_id = '22019' AND o.lead_changes > 15;	52.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Milwaukee Bucks when playing at home in the 2013 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIL' AND g.season_id = '22013' AND o.lead_changes > 15;	41.2	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Washington Wizards when playing at home in the 2001 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'WAS' AND g.season_id = '22001' AND o.lead_changes > 15;	44.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Orlando Magic when playing at home in the 2001 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'ORL' AND g.season_id = '22001' AND o.lead_changes > 15;	42.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Chicago Bulls when playing at home in the 2001 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'CHI' AND g.season_id = '22001' AND o.lead_changes > 15;	31.333333333333332	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Toronto Raptors when playing at home in the 2017 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'TOR' AND g.season_id = '22017' AND o.lead_changes > 15;	44.4	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2009 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22009' AND o.lead_changes > 15;	45.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Toronto Raptors when playing at home in the 2014 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'TOR' AND g.season_id = '22014' AND o.lead_changes > 15;	42.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2015 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22015' AND o.lead_changes > 15;	36.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Detroit Pistons when playing at home in the 2006 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND g.season_id = '22006' AND o.lead_changes > 15;	44.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of lead changes in a game where the Indiana Pacers won and committed more fouls than their opponent?	SELECT MAX(o.lead_changes) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_abbreviation_home = 'IND' AND g.wl_home = 'W' AND g.pf_home > g.pf_away) OR (g.team_abbreviation_away = 'IND' AND g.wl_away = 'W' AND g.pf_away > g.pf_home) AND g.season_id = '22008';	25	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of lead changes in a game where the Cleveland Cavaliers won and committed more fouls than their opponent?	SELECT MAX(o.lead_changes) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_abbreviation_home = 'CLE' AND g.wl_home = 'W' AND g.pf_home > g.pf_away) OR (g.team_abbreviation_away = 'CLE' AND g.wl_away = 'W' AND g.pf_away > g.pf_home) AND g.season_id = '22000';	25	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of lead changes in a game where the Orlando Magic won and committed more fouls than their opponent?	SELECT MAX(o.lead_changes) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_abbreviation_home = 'ORL' AND g.wl_home = 'W' AND g.pf_home > g.pf_away) OR (g.team_abbreviation_away = 'ORL' AND g.wl_away = 'W' AND g.pf_away > g.pf_home) AND g.season_id = '22007';	27	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the total number of games the Miami Heat played at home where they had more offensive rebounds than the away team and still lost?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIA' AND g.wl_home = 'L' AND g.oreb_home > g.oreb_away AND g.season_id = '22008';	4	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2007 season, how many games did the Milwaukee Bucks lose at home despite having fewer turnovers than their opponent?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIL' AND g.wl_home = 'L' AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22007';	8	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In 2003, what was the average number of fast break points scored by opponents of the Atlanta Hawks when the home team had more than 10 steals?	SELECT AVG(o.pts_fb_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'ATL' AND g.stl_home > 10 AND g.season_id = '22003';	17.4	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2006 season, how many games did the Indiana Pacers lose at home despite having fewer turnovers than their opponent?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'IND' AND g.wl_home = 'L' AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22006';	7	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average plus-minus for the Detroit Pistons in games where they allowed more second chance points than they scored?	SELECT AVG(g.plus_minus_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND o.pts_2nd_chance_away > o.pts_2nd_chance_home AND g.season_id = '22003';	9.9375	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2006 season, how many games did the Milwaukee Bucks lose at home despite having fewer turnovers than their opponent?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIL' AND g.wl_home = 'L' AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22006';	8	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average plus-minus for the New York Knicks in games where they allowed more second chance points than they scored?	SELECT AVG(g.plus_minus_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND o.pts_2nd_chance_away > o.pts_2nd_chance_home AND g.season_id = '22002';	-3.2	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2020 season, what was the average number of second chance points allowed by the New Orleans Pelicans in games they won by less than 5 points?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE ((g.team_abbreviation_home = 'NOP' AND g.wl_home = 'W' AND ABS(g.pts_home - g.pts_away) < 5) OR (g.team_abbreviation_away = 'NOP' AND g.wl_away = 'W' AND ABS(g.pts_home - g.pts_away) < 5)) AND g.season_id = '22020';	16.6	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
How many total team rebounds did the Los Angeles Clippers have in away games where they scored over 15 fast break points?	SELECT SUM(os.team_rebounds_away)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_abbreviation_away = 'LAC'  AND os.pts_fb_away > 15;	2279.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Chicago Bulls at home in games they lost in 1996?	SELECT SUM(os.pts_paint_home) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Chicago Bulls' AND g.wl_home = 'L' AND g.season_id = '21996';	56.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Phoenix Suns in games they lost at home in 1996?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Phoenix Suns' AND g.wl_home = 'L' AND g.season_id = '21996';	171.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average second chance points by the Milwaukee Bucks at home in games they won?	SELECT AVG(os.pts_2nd_chance_home) as avg_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Milwaukee Bucks' AND g.wl_home = 'W';	13.12	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Atlanta Hawks win at home with a largest lead greater than 20 in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Atlanta Hawks' AND g.wl_home = 'W' AND os.largest_lead_home > 20 AND g.season_id = '21996';	7.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the highest points in the paint by the Sacramento Kings away in games they won?	SELECT MAX(os.pts_paint_away) as max_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Sacramento Kings' AND g.wl_away = 'W';	78.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Utah Jazz play at home with more than 30 points in the paint in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Utah Jazz' AND os.pts_paint_home > 30 AND g.season_id = '21996';	25.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Washington Wizards at home in games they won?	SELECT SUM(os.pts_2nd_chance_home) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Washington Wizards' AND g.wl_home = 'W';	6281.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Minnesota Timberwolves away when they lost?	SELECT SUM(os.pts_paint_away) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Minnesota Timberwolves' AND g.wl_away = 'L';	25564.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points scored by the Toronto Raptors at home when they had more than 10 second chance points in 1996?	SELECT AVG(g.pts_home) as avg_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id  WHERE g.team_name_home = 'Toronto Raptors' AND os.pts_2nd_chance_home > 10 AND g.season_id = '21996';	96.458	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
What's the highest number of lead changes in any game involving the Miami Heat?	SELECT MAX(os.lead_changes)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_abbreviation_home = 'MIA'  OR g.team_abbreviation_away = 'MIA';	33.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Chicago Bulls at home in games they won in 1996?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Chicago Bulls' AND g.wl_home = 'W' AND g.season_id = '21996';	487.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the highest points scored by the Dallas Mavericks away when they had more than 15 points in the paint?	SELECT MAX(g.pts_away) as max_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id  WHERE g.team_name_away = 'Dallas Mavericks' AND os.pts_paint_away > 15;	141.0	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
What is the total second chance points by the Detroit Pistons away in games they lost?	SELECT SUM(os.pts_2nd_chance_away) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Detroit Pistons' AND g.wl_away = 'L';	7547.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points in the paint by the Houston Rockets at home in games they won?	SELECT AVG(os.pts_paint_home) as avg_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Houston Rockets' AND g.wl_home = 'W';	42.436	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Los Angeles Lakers win away with more than 20 points in the paint in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Los Angeles Lakers' AND g.wl_away = 'W' AND os.pts_paint_away > 20 AND g.season_id = '21996';	21.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
