natural_query	sql_query	result	from_to_where	after_froM	after_from
In which season did the Cleveland Cavaliers have the highest ratio of assists to turnovers in home games? 	SELECT season_id, SUM(ast_home) * 1.0 / NULLIF(SUM(tov_home), 0) AS assist_to_turnover_ratio FROM game WHERE team_name_home = 'Cleveland Cavaliers' GROUP BY season_id ORDER BY assist_to_turnover_ratio DESC LIMIT 1;	21984 | 29.7948717948718 	game	game	game
What was the field goal percentage difference between the Minnesota Timberwolves and San Antonio Spurs in their highest combined scoring game?	SELECT    CASE      WHEN team_name_home = 'Minnesota Timberwolves' THEN fg_pct_home - fg_pct_away     ELSE fg_pct_away - fg_pct_home   END AS twolves_fg_pct_advantage FROM game WHERE (team_name_home = 'Minnesota Timberwolves' AND team_name_away = 'San Antonio Spurs')    OR (team_name_home = 'San Antonio Spurs' AND team_name_away = 'Minnesota Timberwolves') ORDER BY (pts_home + pts_away) DESC LIMIT 1;	0.042	game	game	game
Which opponent did the Orlando Magic have the most fastbreak points against in a home game during the 2019 season?	SELECT g.team_name_away, o.pts_fb_home AS fastbreak_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Orlando Magic' AND g.season_id = '22019' ORDER BY o.pts_fb_home DESC LIMIT 1;	New Orleans Pelicans | 21 	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the difference in three-point shooting accuracy between the Houston Rockets and their opponents in home games during the 2018 season?	SELECT AVG(fg3_pct_home - fg3_pct_away) AS three_pt_percentage_diff FROM game WHERE team_name_home = 'Houston Rockets' AND season_id = '22018';	0.01543902439	game	game	game
What was the highest combined steals and blocks total for the Toronto Raptors in any home game during their championship season?	SELECT MAX(stl_home + blk_home) AS combined_steals_blocks FROM game WHERE team_name_home = 'Toronto Raptors' AND season_id = '22019';	24	game	game	game
What was the average number of lead changes in games where the Milwaukee Bucks won at home by less than 5 points?	SELECT AVG(o.lead_changes) AS avg_lead_changes FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Milwaukee Bucks' AND g.wl_home = 'W' AND (g.pts_home - g.pts_away) < 5;	8.59375	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of points the Golden State Warriors scored in a game where they shot below their season average from three-point range?	WITH season_avg AS (   SELECT AVG(fg3_pct_home) AS avg_3pt_pct   FROM game   WHERE team_name_home = 'Golden State Warriors'   AND season_id = '22016' ) SELECT MAX(g.pts_home) AS max_points FROM game g, season_avg s WHERE g.team_name_home = 'Golden State Warriors' AND g.season_id = '22016' AND g.fg3_pct_home < s.avg_3pt_pct;	142	game	game	game
What was the points in the paint difference between the Los Angeles Lakers and their opponents in home games they won by double digits during the 2020 season?	SELECT AVG(o.pts_paint_home - o.pts_paint_away) AS paint_points_diff FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Los Angeles Lakers' AND g.wl_home = 'W' AND (g.pts_home - g.pts_away) >= 10 AND g.season_id = '22020';	-0.5454545455	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which team had the highest average combined offensive and defensive rebounds in home games during the 2017 season?	SELECT team_name_home, AVG(oreb_home + dreb_home) AS avg_total_rebounds FROM game WHERE season_id = '22017' GROUP BY team_name_home ORDER BY avg_total_rebounds DESC LIMIT 1;	Philadelphia 76ers | 48.9512195121951 	game	game	game
What was the largest deficit overcome by the Miami Heat in any home victory?	SELECT o.largest_lead_away AS max_deficit_overcome FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Miami Heat' AND g.wl_home = 'W' ORDER BY o.largest_lead_away DESC LIMIT 1;	46	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the difference in points per field goal attempt between the Philadelphia 76ers and their opponents in home games during the 2018 season?	SELECT AVG((pts_home / NULLIF(fga_home, 0)) - (pts_away / NULLIF(fga_away, 0))) AS ppfga_diff FROM game WHERE team_name_home = 'Philadelphia 76ers' AND season_id = '22018';	0.1332818787	game	game	game
Which season saw the Boston Celtics record their highest average steal-to-turnover ratio in home games?	SELECT season_id, SUM(stl_home) * 1.0 / NULLIF(SUM(tov_home), 0) AS steal_to_turnover_ratio FROM game WHERE team_name_home = 'Boston Celtics' GROUP BY season_id ORDER BY steal_to_turnover_ratio DESC LIMIT 1;	12017 | 0.851851851851852 	game	game	game
What was the average rebounding margin for the San Antonio Spurs in home games where they shot above 50% from the field?	SELECT AVG(reb_home - reb_away) AS avg_rebound_margin FROM game WHERE team_name_home = 'San Antonio Spurs' AND fg_pct_home > 0.5;	5.122781065	game	game	game
What was the difference in second-chance points between the Chicago Bulls and their opponents in their closest home game of the 2016 season?	SELECT o.pts_2nd_chance_home - o.pts_2nd_chance_away AS second_chance_diff FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Chicago Bulls' AND g.season_id = '22016' ORDER BY ABS(g.pts_home - g.pts_away) ASC LIMIT 1;	-5	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which opponent gave up the most points in the paint to the New York Knicks in a home game during the 2019 season?	SELECT g.team_name_away, o.pts_paint_home FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'New York Knicks' AND g.season_id = '22019' ORDER BY o.pts_paint_home DESC LIMIT 1;	New Orleans Pelicans | 66 	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the average free throw attempt difference between the Denver Nuggets and their opponents in home games they lost during the 2017 season?	SELECT AVG(fta_home - fta_away) AS avg_fta_diff FROM game WHERE team_name_home = 'Denver Nuggets' AND wl_home = 'L' AND season_id = '22017';	3.9	game	game	game
What is the ratio of team rebounds to total rebounds for the Portland Trail Blazers in their highest scoring home game?	SELECT o.team_rebounds_home * 1.0 / NULLIF(g.reb_home, 0) AS team_to_total_reb_ratio FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Portland Trail Blazers' ORDER BY g.pts_home DESC LIMIT 1;	0.3454545455	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest combined total of second chance points in any game involving the Miami Heat during the 2017 season?	SELECT MAX(o.pts_2nd_chance_home + o.pts_2nd_chance_away) AS max_combined_second_chance FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_name_home = 'Miami Heat' OR g.team_name_away = 'Miami Heat') AND g.season_id = '22017';	41	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
hat is the difference in average home winning percentage between teams founded before 1980 and teams founded after 1980?	SELECT    (SELECT COUNT(CASE WHEN g.wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*)     FROM game g    JOIN team t ON g.team_id_home = t.id    WHERE t.year_founded < 1980) -   (SELECT COUNT(CASE WHEN g.wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*)     FROM game g    JOIN team t ON g.team_id_home = t.id    WHERE t.year_founded >= 1980) AS win_pct_diff FROM game LIMIT 1;	7.048616104	game g    JOIN team t ON g.team_id_home = t.id	game	game
What was the highest number of points scored by the Brooklyn Nets in any home game during the 2019 season?	SELECT MAX(pts_home) AS max_points FROM game WHERE team_name_home = 'Brooklyn Nets' AND season_id = '22019';	139	game	game	game
What is the average number of assists per game for the Boston Celtics when playing at home versus away?	SELECT    (SELECT AVG(ast_home) FROM game WHERE team_name_home = 'Boston Celtics') AS avg_home_assists,   (SELECT AVG(ast_away) FROM game WHERE team_name_away = 'Boston Celtics') AS avg_away_assists FROM game LIMIT 1;	24.8868921775899 | 22.7171122994652 	game	game	game
Which team had the best three-point shooting percentage in home games during the 2020 season?	SELECT team_name_home, AVG(fg3_pct_home) AS avg_3pt_pct FROM game WHERE season_id = '22020' GROUP BY team_name_home ORDER BY avg_3pt_pct DESC LIMIT 1;	LA Clippers | 0.423777777777778	game	game	game
What was the total number of blocks recorded by the Milwaukee Bucks in home games during the 2018 season?	SELECT SUM(blk_home) AS total_blocks FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22018';	238	game	game	game
What is the win percentage for the Chicago Bulls in home games where they scored more than 100 points?	SELECT COUNT(CASE WHEN wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*) AS win_percentage FROM game WHERE team_name_home = 'Chicago Bulls' AND pts_home > 100;	75.7531227	game	game	game
Which opponent did the Miami Heat have their largest margin of victory against in a home game?	SELECT team_name_away, MAX(pts_home - pts_away) AS victory_margin FROM game WHERE team_name_home = 'Miami Heat' AND wl_home = 'W' GROUP BY team_name_away ORDER BY victory_margin DESC LIMIT 1;	Los Angeles Clippers | 43.0 	game	game	game
What was the average number of fastbreak points scored by the Los Angeles Lakers in home wins during the 2020 season?	SELECT AVG(o.pts_fb_home) AS avg_fastbreak_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Los Angeles Lakers' AND g.wl_home = 'W' AND g.season_id = '22020';	13.64705882	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the difference in free throw percentage between the Philadelphia 76ers and their opponents in home games?	SELECT AVG(ft_pct_home - ft_pct_away) AS ft_pct_diff FROM game WHERE team_name_home = 'Philadelphia 76ers';	-0.0004981519507	game	game	game
Which team had the lowest average turnovers per game at home during the 2019 season?	SELECT team_name_home, AVG(tov_home) AS avg_turnovers FROM game WHERE season_id = '22019' GROUP BY team_name_home ORDER BY avg_turnovers ASC LIMIT 1;	Dallas Mavericks | 12.8421052631579 	game	game	game
What was the rebounding differential in games between the Toronto Raptors and Boston Celtics?	SELECT AVG(   CASE      WHEN team_name_home = 'Toronto Raptors' THEN reb_home - reb_away     ELSE reb_away - reb_home   END ) AS avg_reb_diff FROM game WHERE (team_name_home = 'Toronto Raptors' AND team_name_away = 'Boston Celtics')    OR (team_name_home = 'Boston Celtics' AND team_name_away = 'Toronto Raptors');	-0.9302325581	game	game	game
What is the total number of points scored by the Houston Rockets in home games against the Los Angeles Lakers?	SELECT SUM(pts_home) AS total_points FROM game WHERE team_name_home = 'Houston Rockets' AND team_name_away = 'Los Angeles Lakers';	11849	game	game	game
Which team had the highest percentage of points coming from free throws in home games during the 2018 season?	SELECT team_name_home, SUM(ftm_home) * 100.0 / SUM(pts_home) AS ft_points_percentage FROM game WHERE season_id = '22018' GROUP BY team_name_home ORDER BY ft_points_percentage DESC LIMIT 1;	Philadelphia 76ers | 18.8943894389439 	game	game	game
What was the average points in the paint for the Denver Nuggets in games they won versus games they lost at home?	SELECT    AVG(CASE WHEN g.wl_home = 'W' THEN o.pts_paint_home END) AS avg_paint_pts_wins,   AVG(CASE WHEN g.wl_home = 'L' THEN o.pts_paint_home END) AS avg_paint_pts_losses FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Denver Nuggets';	45.465034965035 | 42.1988950276243 	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the winning percentage of teams that score more points off turnovers than their opponents in home games?	SELECT COUNT(CASE WHEN g.wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*) AS win_percentage FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE o.pts_off_to_home > o.pts_off_to_away;	59.39603106	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the assist-to-turnover ratio for the Golden State Warriors in home games during their 2016 record-breaking season?	SELECT SUM(ast_home) * 1.0 / NULLIF(SUM(tov_home), 0) AS assist_turnover_ratio FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22016';	2.186356073	game	game	game
What is the average combined score in games where the San Antonio Spurs played at home during the 2019 season?	SELECT AVG(pts_home + pts_away) AS avg_combined_score FROM game WHERE team_name_home = 'San Antonio Spurs' AND season_id = '22019';	227.6764706	game	game	game
What was the field goal percentage difference between the Dallas Mavericks and their opponents in home games they lost by less than 5 points?	SELECT AVG(fg_pct_home - fg_pct_away) AS fg_pct_diff FROM game WHERE team_name_home = 'Dallas Mavericks' AND wl_home = 'L' AND (pts_away - pts_home) < 5;	-0.0273315508	game	game	game
Which team had the highest average second chance points in home games during the 2020 season?	SELECT g.team_name_home, AVG(o.pts_2nd_chance_home) AS avg_second_chance_pts FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.season_id = '22020' GROUP BY g.team_name_home ORDER BY avg_second_chance_pts DESC LIMIT 1;	Minnesota Timberwolves | 15.3793103448276 	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the largest combined rebound total in any game between the New York Knicks and Brooklyn Nets?	SELECT MAX(reb_home + reb_away) AS max_combined_rebounds FROM game WHERE (team_name_home = 'New York Knicks' AND team_name_away = 'Brooklyn Nets')    OR (team_name_home = 'Brooklyn Nets' AND team_name_away = 'New York Knicks');	110	game	game	game
What was the average three-point shooting percentage for the Los Angeles Lakers in games where they scored over 110 points at home?	SELECT AVG(fg3_pct_home) AS avg_3pt_percentage FROM game WHERE team_name_home = 'Los Angeles Lakers' AND pts_home > 110;	0.3863559823	game	game	game
Which team had the highest free throw shooting percentage in away games during the 2018 season?	SELECT team_name_away, AVG(ft_pct_away) AS avg_ft_pct FROM game WHERE season_id = '22018' GROUP BY team_name_away ORDER BY avg_ft_pct DESC LIMIT 1;	San Antonio Spurs | 0.823804878048781 	game	game	game
What was the average margin of victory for the Toronto Raptors in home games where they had more assists than their opponent?	SELECT AVG(pts_home - pts_away) AS avg_margin FROM game WHERE team_name_home = 'Toronto Raptors' AND wl_home = 'W' AND ast_home > ast_away;	12.98398169	game	game	game
What is the total number of steals recorded by the Miami Heat in games against the Boston Celtics?	SELECT SUM(CASE WHEN team_name_home = 'Miami Heat' THEN stl_home ELSE stl_away END) AS total_steals FROM game WHERE (team_name_home = 'Miami Heat' AND team_name_away = 'Boston Celtics') OR (team_name_home = 'Boston Celtics' AND team_name_away = 'Miami Heat');	1253	game	game	game
Which opponent did the Cleveland Cavaliers have the best rebounding differential against in home games during the 2017 season?	SELECT team_name_away, AVG(reb_home - reb_away) AS reb_diff FROM game WHERE team_name_home = 'Cleveland Cavaliers' AND season_id = '22017' GROUP BY team_name_away ORDER BY reb_diff DESC LIMIT 1;	Phoenix Suns | 18.0 	game	game	game
What was the average number of fastbreak points scored by the Houston Rockets in games they won by more than 15 points at home?	SELECT AVG(o.pts_fb_home) AS avg_fastbreak_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Houston Rockets' AND g.wl_home = 'W' AND (g.pts_home - g.pts_away) > 15;	13.39790576	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the win percentage for the Golden State Warriors in home games where they made fewer three-pointers than their opponent?	SELECT COUNT(CASE WHEN wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*) AS win_percentage FROM game WHERE team_name_home = 'Golden State Warriors' AND fg3m_home < fg3m_away;	44.95677233	game	game	game
What was the highest combined total of blocks in any game between the Utah Jazz and San Antonio Spurs?	SELECT MAX(blk_home + blk_away) AS total_blocks FROM game WHERE (team_name_home = 'Utah Jazz' AND team_name_away = 'San Antonio Spurs') OR (team_name_home = 'San Antonio Spurs' AND team_name_away = 'Utah Jazz');	26	game	game	game
What is the average difference in points in the paint between the Milwaukee Bucks and their opponents in home games?	SELECT AVG(o.pts_paint_home - o.pts_paint_away) AS avg_paint_diff FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Milwaukee Bucks';	0.5026068822	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which season saw the Philadelphia 76ers record their highest average number of steals per game at home?	SELECT season_id, AVG(stl_home) AS avg_steals FROM game WHERE team_name_home = 'Philadelphia 76ers' GROUP BY season_id ORDER BY avg_steals DESC LIMIT 1;	12021 | 17.0 	game	game	game
What was the shooting percentage from the field for the New York Knicks in their highest scoring home game of the 2019 season?	SELECT fg_pct_home AS shooting_percentage FROM game WHERE team_name_home = 'New York Knicks' AND season_id = '22019' ORDER BY pts_home DESC LIMIT 1;	0.558	game	game	game
What is the average number of lead changes in games where the Chicago Bulls won at home by less than 10 points?	SELECT AVG(o.lead_changes) AS avg_lead_changes FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'Chicago Bulls' AND g.wl_home = 'W' AND (g.pts_home - g.pts_away) < 10;	7.84469697	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the difference in average free throw attempts between the Brooklyn Nets and their opponents in home games during the 2020 season?	SELECT AVG(fta_home - fta_away) AS fta_diff FROM game WHERE team_name_home = 'Brooklyn Nets' AND season_id = '22020';	1.083333333	game	game	game
Which opponent did the Denver Nuggets score the most points against in a single home game?	SELECT team_name_away, MAX(pts_home) AS max_points FROM game WHERE team_name_home = 'Denver Nuggets' GROUP BY team_name_away ORDER BY max_points DESC LIMIT 1;	Detroit Pistons | 184.0 	game	game	game
What is the average combined offensive rebounds for the Oklahoma City Thunder and their opponents in games where the Thunder won at home?	SELECT AVG(oreb_home + oreb_away) AS avg_combined_oreb FROM game WHERE team_name_home = 'Oklahoma City Thunder' AND wl_home = 'W';	21.8691358	game	game	game
What was the largest margin of defeat for the Los Angeles Clippers in any home game during the 2018 season?	SELECT MAX(pts_away - pts_home) AS largest_defeat_margin FROM game WHERE team_name_home = 'LA Clippers' AND pts_away > pts_home AND season_id = '22018';	32	game	game	game
What is the average number of points scored by the Los Angeles Clippers in home games during the 2019 season?	SELECT AVG(pts_home) AS avg_points FROM game WHERE team_name_home = 'LA Clippers' AND season_id = '22019';	117.5277778	game	game	game
What is the win percentage of the Los Angeles Clippers in home games where they scored more than 110 points?	SELECT COUNT(CASE WHEN wl_home = 'W' THEN 1 END) * 100.0 / COUNT(*) AS win_percentage FROM game WHERE team_name_home = 'LA Clippers' AND pts_home > 110;	83.24324324	game	game	game
 How many fastbreak points did the Los Angeles Clippers average in home games during the 2020 season?	SELECT AVG(o.pts_fb_home) AS avg_fastbreak_points FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'LA Clippers' AND g.season_id = '22020';	11.5	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the three-point shooting percentage for the Los Angeles Clippers in games against the Los Angeles Lakers?	SELECT AVG(   CASE      WHEN team_name_home = 'LA Clippers' THEN fg3_pct_home     ELSE fg3_pct_away   END ) AS avg_3pt_percentage FROM game WHERE (team_name_home = 'LA Clippers' AND team_name_away = 'Los Angeles Lakers')    OR (team_name_home = 'Los Angeles Lakers' AND team_name_away = 'LA Clippers');	0.3734705882	game	game	game
Find all games where the Los Angeles Clippers played against teams founded before 1970.	SELECT g.game_id, g.game_date, g.team_name_home, g.team_name_away FROM game g JOIN team t ON g.team_id_away = t.id WHERE g.team_name_home = 'LA Clippers' AND t.year_founded < 1970  UNION  SELECT g.game_id, g.game_date, g.team_name_home, g.team_name_away FROM game g JOIN team t ON g.team_id_home = t.id WHERE g.team_name_away = 'LA Clippers' AND t.year_founded < 1970 LIMIT 1;	0011500091 | 2015-10-20 00:00:00 | LA Clippers | Golden State Warriors 	game g JOIN team t ON g.team_id_away = t.id	game	game
How many points did the Los Angeles Clippers score in the paint in their highest scoring home game of the 2019 season?	SELECT o.pts_paint_home FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_name_home = 'LA Clippers' AND g.season_id = '22019' ORDER BY g.pts_home DESC LIMIT 1;	58	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which team played the most total games (home + away) between 1995 and 2005?	SELECT team FROM (SELECT team_abbreviation_home AS team FROM game WHERE season_id BETWEEN '21995' AND '22005' UNION ALL SELECT team_abbreviation_away FROM game WHERE season_id BETWEEN '21995' AND '22005') GROUP BY team ORDER BY COUNT(*) DESC LIMIT 1;	WAS	(SELECT team_abbreviation_home AS team FROM game	game	game
Which team has the highest win percentage as a home team?	SELECT team_abbreviation_home FROM game GROUP BY team_abbreviation_home HAVING COUNT(*) > 0 ORDER BY SUM(CASE WHEN wl_home = 'W' THEN 1 ELSE 0 END)*1.0 / COUNT(*) DESC LIMIT 1;	MAL		game	game
Which season had the highest average free throw percentage for home teams?	SELECT season_id FROM game GROUP BY season_id ORDER BY AVG(ft_pct_home) DESC LIMIT 1;	21951		game	game
Which team had the most games where both teams scored over 110 points?	SELECT team FROM (SELECT team_abbreviation_home AS team FROM game WHERE pts_home > 110 AND pts_away > 110 UNION ALL SELECT team_abbreviation_away FROM game WHERE pts_home > 110 AND pts_away > 110) GROUP BY team ORDER BY COUNT(*) DESC LIMIT 1;	LAL	(SELECT team_abbreviation_home AS team FROM game	game	game
Which team had the highest average number of assists per game across all seasons?	SELECT team FROM (SELECT team_abbreviation_home AS team, ast_home AS ast FROM game UNION ALL SELECT team_abbreviation_away, ast_away FROM game) GROUP BY team ORDER BY AVG(ast) DESC LIMIT 1;	DRT		game	game
Which season had the most games decided by 3 points or fewer?	SELECT season_id FROM game WHERE ABS(pts_home - pts_away) <= 3 GROUP BY season_id ORDER BY COUNT(*) DESC LIMIT 1;	22004	game	game	game
Which team had the most losses in games where they had more rebounds than their opponent?	SELECT team FROM (SELECT team_abbreviation_home AS team FROM game WHERE reb_home > reb_away AND wl_home = 'L' UNION ALL SELECT team_abbreviation_away FROM game WHERE reb_away > reb_home AND wl_away = 'L') GROUP BY team ORDER BY COUNT(*) DESC LIMIT 1;	NYK	(SELECT team_abbreviation_home AS team FROM game	game	game
Which season had the most average total fouls per game?	SELECT season_id FROM game GROUP BY season_id ORDER BY AVG(pf_home + pf_away) DESC LIMIT 1;	41963		game	game
Which team committed the fewest average personal fouls per game as an away team?	SELECT team_abbreviation_away FROM game GROUP BY team_abbreviation_away ORDER BY AVG(pf_away) ASC LIMIT 1;	DRT		game	game
What is the maximum number of team rebounds recorded by the Dallas Mavericks in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'DAL' AND g.pf_away > 20 AND g.season_id = '22021';	16	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
How many times did the Golden State Warriors lose at home in the 2012 season despite recording more steals and blocks than their opponent?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'GSW' AND g.wl_home = 'L' AND g.stl_home > g.stl_away AND g.blk_home > g.blk_away AND g.season_id = '22012';	0	game g	game	game
How many times did the Los Angeles Clippers lose at home in the 2002 season despite recording more steals and blocks than their opponent?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'LAC' AND g.wl_home = 'L' AND g.stl_home > g.stl_away AND g.blk_home > g.blk_away AND g.season_id = '22002';	4	game g	game	game
In games from the 2003 season, how often did the New Orleans Pelicans win despite committing more turnovers and having fewer rebounds than their opponent?	SELECT COUNT(*) FROM game g WHERE ((g.team_abbreviation_home = 'NOP' AND g.wl_home = 'W' AND g.tov_home > g.tov_away AND g.reb_home < g.reb_away) OR (g.team_abbreviation_away = 'NOP' AND g.wl_away = 'W' AND g.tov_away > g.tov_home AND g.reb_away < g.reb_home)) AND g.season_id = '22003';	0	game g	game	game
In games from the 2007 season, how often did the Dallas Mavericks win despite committing more turnovers and having fewer rebounds than their opponent?	SELECT COUNT(*) FROM game g WHERE ((g.team_abbreviation_home = 'DAL' AND g.wl_home = 'W' AND g.tov_home > g.tov_away AND g.reb_home < g.reb_away) OR (g.team_abbreviation_away = 'DAL' AND g.wl_away = 'W' AND g.tov_away > g.tov_home AND g.reb_away < g.reb_home)) AND g.season_id = '22007';	2	game g	game	game
What is the average number of points off turnovers scored by the Golden State Warriors at home in games with more than 20 lead changes during the 2019 season?	SELECT AVG(o.pts_off_to_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'GSW' AND o.lead_changes > 20 AND g.season_id = '22019';		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
How many times did the Denver Nuggets lose at home in the 2015 season despite recording more steals and blocks than their opponent?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'DEN' AND g.wl_home = 'L' AND g.stl_home > g.stl_away AND g.blk_home > g.blk_away AND g.season_id = '22015';	2	game g	game	game
In games from the 2010 season, how often did the Sacramento Kings win despite committing more turnovers and having fewer rebounds than their opponent?	SELECT COUNT(*) FROM game g WHERE ((g.team_abbreviation_home = 'SAC' AND g.wl_home = 'W' AND g.tov_home > g.tov_away AND g.reb_home < g.reb_away) OR (g.team_abbreviation_away = 'SAC' AND g.wl_away = 'W' AND g.tov_away > g.tov_home AND g.reb_away < g.reb_home)) AND g.season_id = '22010';	0	game g	game	game
In 2013, what was the average number of rebounds by the Denver Nuggets in games with at least 10 ties and fewer than 10 lead changes?	SELECT AVG(g.reb_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DEN' AND o.times_tied >= 10 AND o.lead_changes < 10 AND g.season_id = '22013';	42.666666666666664	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the total number of points scored by the Los Angeles Clippers in the 2014 season in games where they had more team turnovers but fewer total turnovers than their opponent?	SELECT SUM(g.pts_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'LAC' AND o.team_turnovers_home > o.team_turnovers_away AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22014';	295.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
Which season had the most games decided by exactly 1 point?	SELECT season_id FROM game WHERE ABS(pts_home - pts_away) = 1 GROUP BY season_id ORDER BY COUNT(*) DESC LIMIT 1;	22004	game	game	game
Which season had the most total points scored across all games?	SELECT season_id FROM game GROUP BY season_id ORDER BY SUM(pts_home + pts_away) DESC LIMIT 1;	22022		game	game
Which season had the most games where both teams scored at least 120 points?	SELECT season_id FROM game WHERE pts_home >= 120 AND pts_away >= 120 GROUP BY season_id ORDER BY COUNT(*) DESC LIMIT 1;	22022	game	game	game
Which season had the lowest average number of personal fouls committed per game?	SELECT season_id FROM game GROUP BY season_id ORDER BY AVG(pf_home + pf_away) ASC LIMIT 1;	32022		game	game
How many points did the Los Angeles Clippers score as visitors in their most turnover-heavy game?	SELECT pts_away FROM game WHERE team_abbreviation_away = 'LAC' ORDER BY tov_away DESC LIMIT 1;	107.0	game	game	game
Which season had the most games where the away team won by more than 30 points?	SELECT season_id FROM game WHERE wl_away = 'W' AND (pts_away - pts_home) > 30 GROUP BY season_id ORDER BY COUNT(*) DESC LIMIT 1;	22021	game	game	game
Which season had the fewest total three-point attempts attempted league-wide?	SELECT season_id FROM game GROUP BY season_id ORDER BY SUM(fg3a_home + fg3a_away) ASC LIMIT 1;	21946		game	game
How many points did the home team score in the game with the fewest total rebounds?	SELECT pts_home FROM game ORDER BY (reb_home + reb_away) ASC LIMIT 1;	66.0		game	game
How many points were scored in a game where the home team blocked more shots than they had turnovers?	SELECT (pts_home + pts_away) FROM game WHERE blk_home > tov_home ORDER BY game_date DESC LIMIT 1;	208.0	game	game	game
How many points did the Phoenix Suns score in the highest scoring away game they played?	SELECT MAX(pts_away) FROM game WHERE team_abbreviation_away = 'PHX';	161.0	game	game	game
What were the total points in a game where both teams shot over 50% from the field?	SELECT (pts_home + pts_away) FROM game WHERE fg_pct_home > 0.5 AND fg_pct_away > 0.5 ORDER BY (pts_home + pts_away) DESC LIMIT 1;	374.0	game	game	game
How many points did the home team score in the game with the most second chance points?	SELECT pts_home FROM game WHERE game_id = (SELECT game_id FROM other_stats ORDER BY (pts_2nd_chance_home + pts_2nd_chance_away) DESC LIMIT 1);	115.0	game	game	game
How many points did the Los Angeles Lakers score in their last home game?	SELECT pts_home FROM game WHERE team_abbreviation_home = 'LAL' ORDER BY game_date DESC LIMIT 1;	111.0	game	game	game
How many points did the away team score in games where the home team had more rebounds?	SELECT SUM(pts_away) FROM game WHERE reb_home > reb_away;	2702764.0	game	game	game
How many points were scored in the earliest recorded game in the database?	SELECT (pts_home + pts_away) FROM game ORDER BY game_date ASC LIMIT 1;	134.0		game	game
