natural_query	sql_query	result
What is the total points scored by the Orlando Magic at home?	SELECT SUM(pts_home) as total_points  FROM game  WHERE team_name_home = 'Orlando Magic';	146319.0
What is the total points scored by the Denver Nuggets away?	SELECT SUM(pts_away) as total_points  FROM game  WHERE team_name_away = 'Denver Nuggets';	210741.0
What is the highest points scored by the Utah Jazz at home?	SELECT MAX(pts_home) as max_points  FROM game  WHERE team_name_home = 'Utah Jazz';	151.0
What is the lowest points scored by the Chicago Bulls away?	SELECT MIN(pts_away) as min_points  FROM game  WHERE team_name_away = 'Chicago Bulls';	63.0
What is the total rebounds by the Miami Heat at home?	SELECT SUM(reb_home) as total_rebounds  FROM game  WHERE team_name_home = 'Miami Heat';	65199.0
What is the highest points scored by the Atlanta Hawks away?	SELECT MAX(pts_away) as max_points  FROM game  WHERE team_name_away = 'Atlanta Hawks';	155.0
What is the lowest points scored by the Dallas Mavericks at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'Dallas Mavericks';	62.0
What is the lowest points scored by the Phoenix Suns away?	SELECT MIN(pts_away) as min_points  FROM game  WHERE team_name_away = 'Phoenix Suns';	68.0
What is the highest free throws attempted by the Houston Rockets away?	SELECT MAX(fta_away) as max_fta  FROM game  WHERE team_name_away = 'Houston Rockets';	57.0
What is the highest number of personal fouls committed by the Denver Nuggets away?	SELECT MAX(pf_away) as max_pf  FROM game  WHERE team_name_away = 'Denver Nuggets';	44.0
What is the total number of minutes played by the Chicago Bulls at home?	SELECT SUM(min) as total_minutes  FROM game  WHERE team_name_home = 'Chicago Bulls';	559395.0
What is the lowest number of points scored by the Boston Celtics at home?	SELECT MIN(pts_home) as min_points  FROM game  WHERE team_name_home = 'Boston Celtics';	36.0
What is the highest field goal percentage recorded by the Dallas Mavericks in a home game?	SELECT MAX(fg_pct_home)  FROM game  WHERE team_name_home = 'Dallas Mavericks';	0.652
What is the highest number of assists recorded by the New York Knicks at home in a single game?	SELECT MAX(ast_home)  FROM game  WHERE team_abbreviation_home = 'NYK';	43.0
What is the highest number of rebounds recorded by a home team in a game during the 2005 season?	SELECT MAX(reb_home)  FROM game  WHERE season_id = '22005';	65.0
What is the highest number of points scored by an away team in a single game during the 2003 season?	SELECT MAX(pts_away)  FROM game  WHERE season_id = '22003';	136
Find the total number of rebounds in all games in the 2018 season.	SELECT SUM(reb_home + reb_away)  FROM game  WHERE season_id = '22018';	111107.0
How many games ended with a total combined score of exactly 200 points in the 2014 season?	SELECT COUNT(*)  FROM game  WHERE season_id = '22014'  AND (pts_home + pts_away) = 200;	33
What was the total number of three-pointers made by both teams in all games during the 2019 season?	SELECT SUM(fg3m_home + fg3m_away)  FROM game  WHERE season_id = '22019';	25862.0
How many games in the 2008 season had a final score difference of exactly 1 point?	SELECT COUNT(*)  FROM game  WHERE season_id = '22008'  AND ABS(pts_home - pts_away) = 1;	43
How many total points were scored in all games during the 2003 season?	SELECT SUM(pts_home + pts_away)  FROM game  WHERE season_id = '22003';	222097.0
How many games in the 2018 season had a total combined score of 250 points or more?	SELECT COUNT(*)  FROM game  WHERE season_id = '22018'  AND (pts_home + pts_away) >= 250;	114
What is the highest number of rebounds recorded by the Chicago Bulls in a home game?	SELECT MAX(reb_home)  FROM game  WHERE team_name_home = 'Chicago Bulls';	71.0
What is the highest number of three-pointers made in a single game by the Houston Rockets at home?	SELECT MAX(fg3m_home)  FROM game  WHERE team_name_home = 'Houston Rockets';	27.0
What is the highest field goal percentage the Miami Heat have recorded at home?	SELECT MAX(fg_pct_home)  FROM game  WHERE team_name_home = 'Miami Heat';	0.675
What is the highest number of points the Golden State Warriors have ever scored in a single home game?	SELECT MAX(pts_home)   FROM game   WHERE team_abbreviation_home = 'GSW';	149.0
What was the largest lead the Chicago Bulls have ever had in a home game?	SELECT MAX(largest_lead_home)   FROM other_stats   WHERE team_abbreviation_home = 'CHI';	47
What is the most fast break points the Brooklyn Nets have scored at home in a game?	SELECT MAX(pts_fb_home)   FROM other_stats   WHERE team_abbreviation_home = 'BKN';	38
What is the highest number of points the Los Angeles Lakers have scored in a single away game?	SELECT MAX(pts_away)   FROM game   WHERE team_abbreviation_away = 'LAL';	153.0
What is the most fast-break points the Houston Rockets have ever scored in an away game?	SELECT MAX(pts_fb_away)   FROM other_stats   WHERE team_abbreviation_away = 'HOU';	34
What is the most points in the paint the Milwaukee Bucks have ever scored in an away game?	SELECT MAX(pts_paint_away)   FROM other_stats   WHERE team_abbreviation_away = 'MIL';	86
What is the lowest number of points the Golden State Warriors have scored in an away game?	SELECT MIN(pts_away)   FROM game   WHERE team_abbreviation_away = 'GSW';	65.0
What is the largest lead the Boston Celtics have ever had in a game?	SELECT MAX(largest_lead_home)  FROM other_stats  WHERE team_abbreviation_home = 'BOS';	60
What is the most three-pointers the Brooklyn Nets have ever made in a home game?	SELECT MAX(fg3m_home)  FROM game  WHERE team_name_home = 'Brooklyn Nets';	22.0
What is the most second-chance points the Chicago Bulls have scored in a home game?	SELECT MAX(pts_2nd_chance_home)  FROM other_stats  WHERE team_abbreviation_home = 'CHI';	34
How many games in the 2005 season had a combined score of at least 250 points?	SELECT COUNT(*)  FROM game  WHERE (pts_home + pts_away) >= 250  AND season_id = '22005';	6
What is the largest lead the Miami Heat have had in a game at home?	SELECT MAX(largest_lead_home)  FROM other_stats  WHERE team_abbreviation_home = 'MIA';	46
What is the most total rebounds the New York Knicks have had in a home game?	SELECT MAX(reb_home)  FROM game  WHERE team_abbreviation_home = 'NYK';	75.0
What is the highest number of fast break points the Houston Rockets have scored in a home game?	SELECT MAX(pts_fb_home)  FROM other_stats  WHERE team_abbreviation_home = 'HOU';	37
What is the most points the Cleveland Cavaliers have scored in a road game?	SELECT MAX(pts_away)  FROM game  WHERE team_abbreviation_away = 'CLE';	140.0
What is the most turnovers the Philadelphia 76ers have committed in a home game?	SELECT MAX(total_turnovers_home)  FROM other_stats  WHERE team_abbreviation_home = 'PHI';	30
What is the largest lead the New York Knicks have ever had in an away game?	SELECT MAX(largest_lead_away)  FROM other_stats  WHERE team_abbreviation_away = 'NYK';	48
What is the most turnovers the Brooklyn Nets have committed in an away game?	SELECT MAX(total_turnovers_away)  FROM other_stats  WHERE team_abbreviation_away = 'BKN';	29
How many games in total have ended with a margin of exactly 1 point, regardless of home or away?	SELECT COUNT(*)  FROM game  WHERE ABS(pts_home - pts_away) = 1;	3050
What is the highest-scoring home game in NBA history?	SELECT MAX(pts_home)  FROM game;	192.0
What was the lowest field goal percentage by an away team in a game?	SELECT MIN(fg_pct_away)  FROM game;	0.156
How many games were decided by more than 40 points?	SELECT COUNT(*)  FROM game  WHERE ABS(pts_home - pts_away) > 40;	307
What is the most steals recorded by an away team in a game?	SELECT MAX(stl_away)  FROM game;	27.0
How many games ended with both teams scoring at least 120 points?	SELECT COUNT(*)  FROM game  WHERE pts_home >= 120 AND pts_away >= 120;	3043
How many games had at least one team with 30+ assists?	SELECT COUNT(*)  FROM game  WHERE ast_home >= 30 OR ast_away >= 30;	11305
What is the highest number of assists recorded by the Indiana Pacers in a single home game?	SELECT MAX(ast_home)  FROM game  WHERE team_name_home = 'Indiana Pacers';	44.0
